#Rm					Rn										NZCV		Rd
A[32]					B[32]					Codop[4]	Shift[5]	Carryin	Flags[4]	S[32]
#Test de AND
00000000000000000000000000000000	00000000000000000000000000000000	0000		00000		0	0100		00000000000000000000000000000000
10000000000000000000000000000000	10000000000000000000000000000000	0000		00000		0	1000		10000000000000000000000000000000
10101010101010101010101010101011	01010101010101010101010101010101	0000		00000		0	0000		00000000000000000000000000000001
10101010101010101010101010101010	01010101010101010101010101010101	0000		00000		0	0100		00000000000000000000000000000000
#Test de XOR
11111111111111111111111111111111	11111111111111111111111111111111	0001		00000		0	0100		00000000000000000000000000000000
10101010101010101010101010101010	01010101010101010101010101010101	0001		00000		0	1000		11111111111111111111111111111111
#Test de LSL
00000000000000000000000000000000	00000011111111111111111111111111	0010		00101		0	0000		01111111111111111111111111100000
00000000000000000000000000000000	00000011111111111111111111111111	0010		00110		0	1000		11111111111111111111111111000000
00000000000000000000000000000000	10000000000000000000000000000000	0010		00001		0	0110		00000000000000000000000000000000
#Test de LSR
00000000000000000000000000000000	01111111111111111111111111000000	0011		00101		0	0000		00000011111111111111111111111110
00000000000000000000000000000000	01111111111111111111111111000000	0011		00110		0	0000		00000001111111111111111111111111
00000000000000000000000000000000	10000000000000000000000000000000	0011		00001		0	0000		01000000000000000000000000000000
00000000000000000000000000000000	10000000000000000000000000000000	0011		00000		0	1010		10000000000000000000000000000000
00000000000000000000000000000000	00000000000000000000000000000001	0011		00001		0	0110		00000000000000000000000000000000
#Test de ASR
00000000000000000000000000000000	01111111111111111111111111000000	0100		00101		0	0000		00000011111111111111111111111110
00000000000000000000000000000000	01111111111111111111111111000000	0100		00110		0	0000		00000001111111111111111111111111
00000000000000000000000000000000	01111111111111111111111111000000	0100		00111		0	0010		00000000111111111111111111111111
00000000000000000000000000000000	10000000000000000000000000000000	0100		00001		0	1000		11000000000000000000000000000000
00000000000000000000000000000000	00000000000000000000000000000001	0100		00001		0	0110		00000000000000000000000000000000
#Test de ADC
01010101010101010101010101010101	10101010101010101010101010101010	0101		00000		0	1000		11111111111111111111111111111111
01010101010101010101010101010101	10101010101010101010101010101010	0101		00000		1	0110		00000000000000000000000000000000
01000000000000000000000000000000	01000000000000000000000000000000	0101		00000		0	1001		10000000000000000000000000000000
#Test de SBC
10000000000000000000000000000000	01111111111111111111111111111111	0110		00000		1	0001		00000000000000000000000000000001
10000000000000000000000000000000	01111111111111111111111111111111	0110		00000		0	0101		00000000000000000000000000000000
01000000000000000000000000000000	01000000000000000000000000000000	0110		00000		1	0100		00000000000000000000000000000000
01000000000000000000000000000000	01000000000000000000000000000000	0110		00000		0	1010		11111111111111111111111111111111
#Test de ROR
00000000000000000000000000000000	01111111111111111111111111000000	0111		00110		0	0000		00000001111111111111111111111111
00000000000000000000000000000000	01111111111111111111111111000000	0111		00111		0	1010		10000000111111111111111111111111
00000000000000000000000000000000	10000000000000000000000000000000	0111		00001		0	0000		01000000000000000000000000000000
00000000000000000000000000000000	10000000000000000000000000000000	0111		00000		0	1010		10000000000000000000000000000000
00000000000000000000000000000000	00000000000000000000000000000001	0111		00001		0	1010		10000000000000000000000000000000
#Test de TST
00000000000000000000000000000000	00000000000000000000000000000000	1000		00000		0	0100		00000000000000000000000000000000
10000000000000000000000000000000	10000000000000000000000000000000	1000		00000		0	1000		10000000000000000000000000000000
10101010101010101010101010101010	01010101010101010101010101010101	1000		00000		0	0100		01010101010101010101010101010101
#Test de RSB
00000000000000000000000000000000	00000000000000000000000000000000	1001		00000		0	0100		00000000000000000000000000000000
11111111111111111111111111111111	00000000000000000000000000000000	1001		00000		0	0000		00000000000000000000000000000001
01111111111111111111111111111111	00000000000000000000000000000000	1001		00000		0	1000		10000000000000000000000000000001
#Test de CMP
10000000000000000000000000000000	01111111111111111111111111111111	1010		00000		0	0001		01111111111111111111111111111111
01000000000000000000000000000000	01000000000000000000000000000000	1010		00000		0	0100		01000000000000000000000000000000
#Test de CMN
01010101010101010101010101010101	10101010101010101010101010101010	1011		00000		0	1000		10101010101010101010101010101010
01000000000000000000000000000000	01000000000000000000000000000000	1011		00000		0	1001		01000000000000000000000000000000
#Test de ORR
11111111111111111111111111111111	11111111111111111111111111111111	1100		00000		0	1000		11111111111111111111111111111111
10101010101010101010101010101010	01010101010101010101010101010101	1100		00000		0	1000		11111111111111111111111111111111
00000000000000000000000000000001	11111111111111111111111111111100	1100		00000		0	1000		11111111111111111111111111111101
00000000000000000000000000000000	00000000000000000000000000000000	1100		00000		0	0100		00000000000000000000000000000000
#Test de MUL
00000000000000000000000000000011	00000000000000000000000000000011	1101		00000		0	0000		00000000000000000000000000001001
00000000000000000000000000000000	00000000000000000000000000000000	1101		00000		0	0100		00000000000000000000000000000000
#En rajouter?
#Test de BIC
00000000000000000000000000000000	00000000000000000000000000000000	1110		00000		0	0100		00000000000000000000000000000000
10000000000000000000000000000000	01111111111111111111111111111111	1110		00000		0	1000		10000000000000000000000000000000
10101010101010101010101010101010	01010101010101010101010101010101	1110		00000		0	1000		10101010101010101010101010101010
#Test de MVN
00000000000000000000000000000000	01010101010101010101010101010101	1111		00000		0	1000		10101010101010101010101010101010
00000000000000000000000000000000	11111111111111111111111111111111	1111		00000		0	0100		00000000000000000000000000000000
